period,registration_type,brand,model,units
2021-05,RY1,FORD,MUSTANG 5.0 GT FASTBACK,1
2021-05,RY1,FORD,MUSTANG ECOBOOST PREMIUM,3
2021-05,RY1,FORD,MUSTANG FASTBACK 2.3L,1
2021-05,RY1,FORD,RANGER,1558
2021-05,RY1,FORD,RANGER RAPTOR,109
2021-05,RY1,FOTON,TUNLAND DC 4X2 S,4
2021-05,RY1,FOTON,TUNLAND DC 4X2 S PREMIUM,3
2021-05,RY1,GAC,AION S,1
2021-05,RY1,HONDA,ACCORD,153
2021-05,RY1,HONDA,ACCORD HYBRID,183
2021-05,RY1,HONDA,BR-V,151
2021-05,RY1,HONDA,BRIO,1
2021-05,RY1,HONDA,BRIO AMAZE,1
2021-05,RY1,HONDA,CITY,2063
2021-05,RY1,HONDA,CITY HATCHBACK,2064
2021-05,RY1,HONDA,CIVIC,1502
2021-05,RY1,HONDA,CR-V,517
2021-05,RY1,HONDA,E ADVANCE,1
2021-05,RY1,HONDA,HR-V,539
2021-05,RY1,HONDA,JAZZ,1052
2021-05,RY1,HONDA,MOBILIO,21
2021-05,RY1,HONDA,N-BOX CUSTOM L TURBO,1
2021-05,RY1,HONDA,ODYSSEY ABSOLUTE EX HYBRID,1
2021-05,RY1,HONDA,STEP WGN E HEV SPADA G EX,1
2021-05,RY1,HONDA,STEPWAGON SPADA HYBRID,1
2021-05,RY1,HONDA,STEPWAGON SPADA HYBRID EHEV G,2
2021-05,RY1,HYUNDAI,GRAND STAREX,21
2021-05,RY1,HYUNDAI,H-1,1
2021-05,RY1,HYUNDAI,IONIQ EV,1
2021-05,RY1,HYUNDAI,KONA EV,2
2021-05,RY1,ISUZU,D-MAX,6277
2021-05,RY1,ISUZU,mu-X,1863
2021-05,RY1,ISUZU,ไม่ระบุ,1
2021-05,RY1,JEEP,GLADIATOR RUBICON,1
2021-05,RY1,JEEP,GLADIATOR RUBICON LAUNCH,1
2021-05,RY1,JEEP,WRANGLER RUBICON,1
2021-05,RY1,JEEP,WRANGLER2.2D 4DR OVERLAND,1
2021-05,RY1,LAMBORGHINI,AVENTADOR S,2
2021-05,RY1,LAMBORGHINI,HURACAN EVO,4
2021-05,RY1,LAMBORGHINI,HURACAN EVO RWD,3
2021-05,RY1,LAMBORGHINI,URUS,1
2021-05,RY1,LAND ROVER,DEFENDER 3.0L T/C PETROL MHEV,2
2021-05,RY1,LAND ROVER,RANGE ROVER EVOQUE 2.0L,1
2021-05,RY1,LAND ROVER,RANGE ROVER SPORT 2.0L T/C,2
2021-05,RY1,LAND ROVER,RANGEROVER EVOQUE1.5LITRE T/C,2
2021-05,RY1,LAND ROVER,RANGEROVER2.0L T/C PETROL,1
2021-05,RY1,LEXUS,ES300h,7
2021-05,RY1,LEXUS,GSE20R-AETLHW  E4,1
2021-05,RY1,LEXUS,IS300h,11
2021-05,RY1,LEXUS,LM300h,20
2021-05,RY1,LEXUS,NX300,1
2021-05,RY1,LEXUS,NX300h,3
2021-05,RY1,LEXUS,RX300,4
2021-05,RY1,LEXUS,UX250h,1
2021-05,RY1,MASERATI,GHIBLI DIESEL GRANLUSSO,1
2021-05,RY1,MASERATI,LEVANTE DIESEL,1
2021-05,RY1,MASERATI,LEVANTE S GRANSPORT,1
2021-05,RY1,MAZDA,MAZDA 2,1908
2021-05,RY1,MAZDA,MAZDA 3,299
2021-05,RY1,MAZDA,MAZDA BT50,1
2021-05,RY1,MAZDA,MAZDA CX-3,413
2021-05,RY1,MAZDA,MAZDA CX-30,806
2021-05,RY1,MAZDA,MAZDA CX-8,146
2021-05,RY1,MAZDA,MX-5 ROADSTER100TH ANNIVERSARY,1
2021-05,RY1,MAZDA,Mazda BT-50,50
2021-05,RY1,MAZDA,Mazda CX-5,103
2021-05,RY1,MCLAREN,720S COUPE,1
2021-05,RY1,MCLAREN,720S COUPE PERFORMANCE,1
2021-05,RY1,MCLAREN,765LT COUPE,1
2021-05,RY1,MERCEDES BENZ,A 200,75
2021-05,RY1,MERCEDES BENZ,AMG A 45 S 4MATIC+,1
2021-05,RY1,MERCEDES BENZ,AMG C 43 4MATIC,4
2021-05,RY1,MERCEDES BENZ,AMG C43 4MATIC Coupe,14
2021-05,RY1,MERCEDES BENZ,AMG CLA 35 4MATIC Coupe,6
2021-05,RY1,MERCEDES BENZ,AMG CLS 53 4MATIC,25
2021-05,RY1,MERCEDES BENZ,AMG E 53 4MATIC+,4
2021-05,RY1,MERCEDES BENZ,AMG G 63,1
2021-05,RY1,MERCEDES BENZ,AMG GLA 35 4MATIC,10
2021-05,RY1,MERCEDES BENZ,AMG GLC 43 4MATIC Coupe,17
2021-05,RY1,MERCEDES BENZ,AMG GLE 43 4MATIC Coupe,1
2021-05,RY1,MERCEDES BENZ,AMG GT 53 4MATIC+,1
2021-05,RY1,MERCEDES BENZ,AMG GT 63 S 4MATIC+,1
2021-05,RY1,MERCEDES BENZ,AMG GT-R PRO COUPE,1
2021-05,RY1,MERCEDES BENZ,C 200 CGI BE,1
2021-05,RY1,MERCEDES BENZ,C 200 Coupe,25
2021-05,RY1,MERCEDES BENZ,C 220 d,111
2021-05,RY1,MERCEDES BENZ,C 300 e,76
2021-05,RY1,MERCEDES BENZ,C 350 e,1
2021-05,RY1,MERCEDES BENZ,C250 COUPE,1
2021-05,RY1,MERCEDES BENZ,C350 e,3
2021-05,RY1,MERCEDES BENZ,CLA 200,1
2021-05,RY1,MERCEDES BENZ,CLA 250,2
2021-05,RY1,MERCEDES BENZ,CLA200,1
2021-05,RY1,MERCEDES BENZ,CLA250,3
2021-05,RY1,MERCEDES BENZ,CLS 220 d,7
2021-05,RY1,MERCEDES BENZ,CLS 250 d COUPE,2
2021-05,RY1,MERCEDES BENZ,CLS 300 d,55
2021-05,RY1,MERCEDES BENZ,E 200 CABRIOLET,1
2021-05,RY1,MERCEDES BENZ,E 200 Coupe,11
2021-05,RY1,MERCEDES BENZ,E 220 d,57
2021-05,RY1,MERCEDES BENZ,E 220 d Sedan,2
2021-05,RY1,MERCEDES BENZ,E 300 Cabriolet,1
2021-05,RY1,MERCEDES BENZ,E 300 e,70
2021-05,RY1,MERCEDES BENZ,E 350 e,26
2021-05,RY1,MERCEDES BENZ,E300 Coupe,1
2021-05,RY1,MERCEDES BENZ,G 350 D,1
2021-05,RY1,MERCEDES BENZ,G350 D,1
2021-05,RY1,MERCEDES BENZ,G400 D,4
2021-05,RY1,MERCEDES BENZ,GLA 200,79
2021-05,RY1,MERCEDES BENZ,GLA 250,11
2021-05,RY1,MERCEDES BENZ,GLA 45 AMG 4MATIC,1
2021-05,RY1,MERCEDES BENZ,GLB 200,15
2021-05,RY1,MERCEDES BENZ,GLC 220 d,72
2021-05,RY1,MERCEDES BENZ,GLC 220 d 4MATIC,2
2021-05,RY1,MERCEDES BENZ,GLC 220 d 4MATIC Coupe,37
2021-05,RY1,MERCEDES BENZ,GLC 250 4MATIC Coupe,5
2021-05,RY1,MERCEDES BENZ,GLC 250 d 4MATIC,9
2021-05,RY1,MERCEDES BENZ,GLC 300 e 4MATIC,21
2021-05,RY1,MERCEDES BENZ,GLC 300 e 4MATIC Coupe,9
2021-05,RY1,MERCEDES BENZ,GLC250 d 4MATIC Coupe,1
2021-05,RY1,MERCEDES BENZ,GLE 300 d 4MATIC,45
2021-05,RY1,MERCEDES BENZ,GLE 350 d 4MATIC Coupe,1
2021-05,RY1,MERCEDES BENZ,GLE 350 de 4MATIC,5
2021-05,RY1,MERCEDES BENZ,GLS 350 d 4MATIC,4
2021-05,RY1,MERCEDES BENZ,S 350 d,6
2021-05,RY1,MERCEDES BENZ,S 500 e,1
2021-05,RY1,MERCEDES BENZ,S 500L MILD HYBRID,1
2021-05,RY1,MERCEDES BENZ,S 560 e,31
2021-05,RY1,MERCEDES BENZ,SL350 ROADSTER,1
2021-05,RY1,MERCEDES BENZ,SLK200,1
2021-05,RY1,MERCEDES BENZ,SPRINTER 319 CDI,1
2021-05,RY1,MERCEDES BENZ,V 220 d,1
2021-05,RY1,MERCEDES BENZ,V 250 d,4
2021-05,RY1,MG,EP,29
2021-05,RY1,MG,HS,385
2021-05,RY1,MG,HS PHEV,148
2021-05,RY1,MG,MG EXTENDER,342
2021-05,RY1,MG,MG5,3
2021-05,RY1,MG,NEW MG3,424
2021-05,RY1,MG,ZS,1193
2021-05,RY1,MG,ZS EV,68
2021-05,RY1,MINI,COOPER D RHD,1
2021-05,RY1,MINI,COOPER ELECTRIC LEVEL 3,1
2021-05,RY1,MINI,Cooper Clubman RHD,1
2021-05,RY1,MINI,Cooper D 5-Turer RHD,1
2021-05,RY1,MINI,Cooper S 5-Turer RHD,5
2021-05,RY1,MINI,Cooper S Cabrio RHD,2
2021-05,RY1,MINI,Cooper S Clubman RHD,2
2021-05,RY1,MINI,Cooper S Countryman RHD,60
2021-05,RY1,MINI,Cooper S Hatch RHD,9
2021-05,RY1,MINI,Cooper SE Hatch RHD,1
2021-05,RY1,MINI,JOHN COOPER WORKS GP,3
2021-05,RY1,MINI,JOHN COOPER WORKS GP3,1
2021-05,RY1,MINI,John Cooper Works ALL4 Clubman,2
2021-05,RY1,MINI,John Cooper Works ALL4 Co,1
2021-05,RY1,MINI,John Cooper Works Cabrio,1
2021-05,RY1,MINI,John Cooper Works GP RHD,2
2021-05,RY1,MINI,John Cooper Works Hatch R,4
2021-05,RY1,MINI,ONE 1.6 HATCH,1
2021-05,RY1,MITSUBISHI,ATTRAGE,485
2021-05,RY1,MITSUBISHI,MIRAGE,410
2021-05,RY1,MITSUBISHI,OUTLANDER PHEV,29
2021-05,RY1,MITSUBISHI,PAJERO SPORT,752
2021-05,RY1,MITSUBISHI,TRITON,825
2021-05,RY1,MITSUBISHI,XPANDER,1003
2021-05,RY1,NISSAN,ALMERA,2023
2021-05,RY1,NISSAN,BDWARBZN17XHA----B,1
2021-05,RY1,NISSAN,FDTARUZF15EHA2---1,1
2021-05,RY1,NISSAN,FDWURTZK13EH5--BA-,1
2021-05,RY1,NISSAN,GT-R TRACK EDITION,1
2021-05,RY1,NISSAN,KICKS,160
2021-05,RY1,NISSAN,LEAF,1
2021-05,RY1,NISSAN,MARCH,281
2021-05,RY1,NISSAN,NAVARA,300
2021-05,RY1,NISSAN,NISSAN ALMERA NISMO VL CVT,1
2021-05,RY1,NISSAN,NOTE,266
2021-05,RY1,NISSAN,SERENA HYBRID 2.0 X,1
2021-05,RY1,NISSAN,SERENA HYBRID E-POWER X,1
2021-05,RY1,NISSAN,SYLPHY,10
2021-05,RY1,NISSAN,TEANA,6
2021-05,RY1,NISSAN,TERRA,40
2021-05,RY1,NISSAN,UVL4RDRE26KWDMER9E,1
2021-05,RY1,NISSAN,X-TRAIL,4
2021-05,RY1,NISSAN,ไม่ระบุ,4
2021-05,RY1,PEUGEOT,3008 P84 AG,9
2021-05,RY1,PEUGEOT,3008 P84 BG,20
2021-05,RY1,PEUGEOT,5008 P87 AG,2
2021-05,RY1,PEUGEOT,5008 P87 BG,8
2021-05,RY1,PORSCHE,718 BOXSTER,1
2021-05,RY1,PORSCHE,718 BOXSTER PDK,1
2021-05,RY1,PORSCHE,718 CAYMAN,4
2021-05,RY1,PORSCHE,718 CAYMAN PDK,2
2021-05,RY1,PORSCHE,718 SPYDER,1
2021-05,RY1,PORSCHE,911 CARERRA COUPE,1
2021-05,RY1,PORSCHE,911 CARRERA,4
2021-05,RY1,PORSCHE,911 CARRERA 4S,2
2021-05,RY1,PORSCHE,911 CARRERA CABRIOLET,1
2021-05,RY1,PORSCHE,911 CARRERA COUPE,2
2021-05,RY1,PORSCHE,911 CARRERA S,1
2021-05,RY1,PORSCHE,911 CARRERA S CABRIOLET,1
2021-05,RY1,PORSCHE,911 TARGA 4S,2
2021-05,RY1,PORSCHE,911 TARGA 4S HERITAGE DESIGN,1
2021-05,RY1,PORSCHE,911 TURBO S COUPE,1
2021-05,RY1,PORSCHE,911TARGA 4S HERITAGE DEITION,1
2021-05,RY1,PORSCHE,CAYENNE E HYBRID,1
2021-05,RY1,PORSCHE,CAYENNE E-HYBRID,24
2021-05,RY1,PORSCHE,CAYENNE E-HYBRID COUPE,51
2021-05,RY1,PORSCHE,MACAN,9
2021-05,RY1,PORSCHE,MACAN 2.0,2
2021-05,RY1,PORSCHE,MACAN 2.0 PDK,2
2021-05,RY1,PORSCHE,PANAMERA 4 E-HYBRID,7
2021-05,RY1,PORSCHE,PANAMERA 4 E-HYBRID 10YR,1
2021-05,RY1,PORSCHE,PANAMERA 4 E-HYBRID EXEC.,2
2021-05,RY1,PORSCHE,PANAMERA 4 E-HYBRID EXECUTIVE,3
2021-05,RY1,PORSCHE,PANAMERA 4 E-HYBRID SPORT,1
2021-05,RY1,PORSCHE,PANAMERA S E HYBRID,1
2021-05,RY1,PORSCHE,TAYCAN 4S,10
2021-05,RY1,ROLLS-ROYCE,Cullinan,2
2021-05,RY1,ROLLS-ROYCE,ไม่ระบุ,1
2021-05,RY1,SUBARU,FORESTER 2.0i-S,25
2021-05,RY1,SUBARU,FORESTER 2.0i-S ES,142
2021-05,RY1,SUBARU,WRX + L 2.0 AWD CVT,1
2021-05,RY1,SUBARU,WRX+L 2.0 AWD CVT,1
2021-05,RY1,SUBARU,XV 2.0i-P,46
2021-05,RY1,SUZUKI,CELERIO GA 1.0L,77
2021-05,RY1,SUZUKI,CELERIO GL 1.0L,215
2021-05,RY1,SUZUKI,CELERIO GX 1.0L,67
2021-05,RY1,SUZUKI,CIAZ GL CVT,208
2021-05,RY1,SUZUKI,CIAZ GL MT,19
2021-05,RY1,SUZUKI,CIAZ GL PLUS CVT,2
2021-05,RY1,SUZUKI,CIAZ GLX 1.25L CVT,1
2021-05,RY1,SUZUKI,CIAZ GLX CVT,13
2021-05,RY1,SUZUKI,CIAZ RS 1.25L,2
2021-05,RY1,SUZUKI,CIAZ RS CVT,23
2021-05,RY1,SUZUKI,ERTIGA GL 1.5L,19
2021-05,RY1,SUZUKI,ERTIGA GX 1.5L,62
2021-05,RY1,SUZUKI,JIMNY 1.5L 4AT,7
2021-05,RY1,SUZUKI,SPACIA GEAR HYBRID XZ TURBO,1
2021-05,RY1,SUZUKI,SWIFT GL 1.2L CVT,228
2021-05,RY1,SUZUKI,SWIFT GL MAX EDITION,222
2021-05,RY1,SUZUKI,SWIFT GL SPORTS EDITION,9
2021-05,RY1,SUZUKI,SWIFT GLX 1.2L CVT,210
2021-05,RY1,SUZUKI,SWIFT GLX-Navi 1.2L CVT,33
2021-05,RY1,SUZUKI,XL7 1.5L,382
2021-05,RY1,TESLA,MODEL 3 LONG RANGE,10
2021-05,RY1,TESLA,MODEL 3 PERFORMANCE,2
2021-05,RY1,TESLA,MODEL 3 STANDARD,2
2021-05,RY1,TESLA,MODEL X LONG RANGE PLUS,1
2021-05,RY1,TESLA,MODEL X PERFORMANCE,1
2021-05,RY1,TOYOTA,2.7V A/T,1
2021-05,RY1,TOYOTA,3.0V 4WD TRD,1
2021-05,RY1,TOYOTA,ALPHARD,14
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID G,1
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID G F,6
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,14
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID S,2
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID SR C,30
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID SR E-FOUR,1
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,6
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID X,2
2021-05,RY1,TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,23
2021-05,RY1,TOYOTA,ALPHARD 2.5L S C PACKAGE,14
2021-05,RY1,TOYOTA,"ALPHARD 2.5S ""TYPE GOLD""",3
2021-05,RY1,TOYOTA,ALPHARD 2.5S C PACKAGE,123
2021-05,RY1,TOYOTA,ALPHARD 3.5 SC,1
2021-05,RY1,TOYOTA,ALPHARD HYBRID EXECUTIVE,1
2021-05,RY1,TOYOTA,ALPHARD HYBRID GF,1
2021-05,RY1,TOYOTA,ALPHARD HYBRID GF 2.5L,2
2021-05,RY1,TOYOTA,ALPHARD HYBRID GF PACKAGE,2
2021-05,RY1,TOYOTA,ALPHARD HYBRID S 2.5L,1
2021-05,RY1,TOYOTA,ALPHARD HYBRID S E-FOUR,4
2021-05,RY1,TOYOTA,ALPHARD HYBRID SR C,2
2021-05,RY1,TOYOTA,ALPHARD HYBRID SRC 2.5L,15
2021-05,RY1,TOYOTA,ALPHARD HYBRID SRC PACKAGE,19
2021-05,RY1,TOYOTA,ALPHARD HYBRID X,2
2021-05,RY1,TOYOTA,ALPHARD HYBRID X 2.5L,12
2021-05,RY1,TOYOTA,ALPHARD HYBRID X E-FOUR,12
2021-05,RY1,TOYOTA,ALPHARD S C PACKAGE,78
2021-05,RY1,TOYOTA,ALPHARD S C PACKAGE 2.5L,31
2021-05,RY1,TOYOTA,ALPHARD S TYPE GOLD 2.5L,1
2021-05,RY1,TOYOTA,ALPHARD SRC HYBRID 2.5L,1
2021-05,RY1,TOYOTA,Avanza,21
2021-05,RY1,TOYOTA,C-HR,120
2021-05,RY1,TOYOTA,COROLLA CROSS,1728
2021-05,RY1,TOYOTA,Camry,351
2021-05,RY1,TOYOTA,Commuter,33
2021-05,RY1,TOYOTA,Corolla,485
2021-05,RY1,TOYOTA,Fortuner,2164
2021-05,RY1,TOYOTA,GR YARIS,4
2021-05,RY1,TOYOTA,HARRIER 2.0 G LEATHER PACKAGE,1
2021-05,RY1,TOYOTA,HARRIER 2.0 TURBO PREMIUM,1
2021-05,RY1,TOYOTA,HARRIER 2.5 HYBRID Z,1
2021-05,RY1,TOYOTA,HARRIER 2.5 HYBRID Z LEATHER,1
2021-05,RY1,TOYOTA,HARRIER HYBRID G,2
2021-05,RY1,TOYOTA,HARRIER HYBRID Z,1
2021-05,RY1,TOYOTA,Hilux Revo,3974
2021-05,RY1,TOYOTA,Innova,43
2021-05,RY1,TOYOTA,KUN51R-NKASYT  A8,1
2021-05,RY1,TOYOTA,LAND CRUISER ACTIVE 2.8,1
2021-05,RY1,TOYOTA,LANDCRUISER PRADO 2.8,1
2021-05,RY1,TOYOTA,LANDCRUISER PRADO 2.8 TZG,2
2021-05,RY1,TOYOTA,LANDCRUISER70 30TH ANNIVERSARY,2
2021-05,RY1,TOYOTA,SUPRA,1
2021-05,RY1,TOYOTA,Sienta,131
2021-05,RY1,TOYOTA,TR TRANSFORMER,1
2021-05,RY1,TOYOTA,VELLFIRE,2
2021-05,RY1,TOYOTA,VELLFIRE 2.5 HYBRID X,3
2021-05,RY1,TOYOTA,VELLFIRE 2.5 HYBRID X E-FOUR,1
2021-05,RY1,TOYOTA,VELLFIRE 2.5 HYBRID Z,1
2021-05,RY1,TOYOTA,VELLFIRE 2.5 HYBRID ZR G,5
2021-05,RY1,TOYOTA,VELLFIRE 2.5Z G EDITION,16
2021-05,RY1,TOYOTA,VELLFIRE 2.5ZG EDITION,1
2021-05,RY1,TOYOTA,VELLFIRE HYBRID X 2.5L,1
2021-05,RY1,TOYOTA,VELLFIRE HYBRID X E-FOUR,1
2021-05,RY1,TOYOTA,VELLFIRE HYBRID ZRG EDITION,2
2021-05,RY1,TOYOTA,VELLFIRE Z G EDITION,4
2021-05,RY1,TOYOTA,VELLFIRE Z GOLDEN EYES 2.5L,1
2021-05,RY1,TOYOTA,VIOS,261
2021-05,RY1,TOYOTA,YARIS ATIV,1848
2021-05,RY1,TOYOTA,Yaris,2321
2021-05,RY1,TOYOTA,ZRE172R-GEXEGT A1,1
2021-05,RY1,TOYOTA,ไม่ระบุ,1
2021-05,RY1,VOLVO,S60,13
2021-05,RY1,VOLVO,S90,8
2021-05,RY1,VOLVO,V60,33
2021-05,RY1,VOLVO,XC40,50
2021-05,RY1,VOLVO,XC60,51
2021-05,RY1,VOLVO,XC90,13
2021-05,RY1,VOLVO,ไม่ระบุ,4
2021-05,RY1,WULING,HONGGUANG,1
2021-05,RY1,WULING,MULIN MINI,3
2021-05,RY2,FORD,RANGER,6
2021-05,RY2,FOTON,BJ6549B1PDA-RA,1
2021-05,RY2,HYUNDAI,H-1,204
2021-05,RY2,ISUZU,D-MAX,178
2021-05,RY2,KIA,CANIVAL,3
2021-05,RY2,KIA,CARNIVAL,91
2021-05,RY2,KIA,GRAND CARNIVAL,74
2021-05,RY2,KIA,ไม่ระบุ,6
2021-05,RY2,MERCEDES BENZ,SPRINTER 416 CDI VAN,2
2021-05,RY2,MERCEDES BENZ,SPRINTER 419 CDI (907),1
2021-05,RY2,MERCEDES BENZ,VITO 116 CDI,1
2021-05,RY2,MERCEDES BENZ,VITO 119 CDI PANEL VAN,1
2021-05,RY2,MG,V80,9
2021-05,RY2,MITSUBISHI,TRITON,6
2021-05,RY2,NISSAN,NAVARA,3
2021-05,RY2,NISSAN,UVL4RDRE26KHE-----,25
2021-05,RY2,NISSAN,UVL4RDRE26KWDMER9E,2
2021-05,RY2,NISSAN,ไม่ระบุ,3
2021-05,RY2,SUZUKI,CARRY 1.5L MT,7
2021-05,RY2,TOYOTA,Commuter,314
2021-05,RY2,TOYOTA,HIACE MAJESTY,135
2021-05,RY2,TOYOTA,Hiace,10
2021-05,RY2,TOYOTA,Hilux Revo,64
2021-05,RY2,TOYOTA,KDH222R-LEMDY,1
2021-05,RY2,TOYOTA,KDH222R-LEMDYT A3,1
2021-05,RY2,TOYOTA,KDH223R-LEMDYT A2,3
2021-05,RY2,TOYOTA,KDH223R-LEMDYT B2,1
2021-05,RY2,TOYOTA,ไม่ระบุ,1
2021-05,RY2,VOLKSWAGEN,CARAVELLE T69 2.0 L,9
2021-05,RY2,VOLKSWAGEN,T6,1
2021-05,RY2,VOLKSWAGEN,ไม่ระบุ,1
2021-05,RY3,CHEVROLET,COLORADO,2
2021-05,RY3,CHEVROLET,COLORADO X-CAB,17
