period,registration_type,brand,model,units
2021-09,RY1,CHEVROLET,CRUZE,1
2021-09,RY1,CHEVROLET,TRAILBLAZER,1
2021-09,RY1,DFM,GLORY580,1
2021-09,RY1,FERRARI,488 PISTA,1
2021-09,RY1,FERRARI,812 SUPERFAST,1
2021-09,RY1,FERRARI,F8 TRIBUTO,2
2021-09,RY1,FERRARI,ROMA,1
2021-09,RY1,FOMM,FOMM ONE,5
2021-09,RY1,FORD,EVEREST,311
2021-09,RY1,FORD,FORD EVEREST zFAE9BC,1
2021-09,RY1,FORD,FORD EVEREST zFAE9GD,1
2021-09,RY1,FORD,FORD EVEREST zJAE9BC,2
2021-09,RY1,FORD,FORD RANGER,1
2021-09,RY1,FORD,FORD RANGER iFBW9B4,1
2021-09,RY1,FORD,Ford Focus,1
2021-09,RY1,FORD,MUSTANG,5
2021-09,RY1,FORD,MUSTANG 2.3 ECOBOOST,1
2021-09,RY1,FORD,MUSTANG 2.3L ECOBOOST,2
2021-09,RY1,FORD,MUSTANG 5.0 GT V8 PREMIUM,1
2021-09,RY1,FORD,MUSTANG ECOBOOST FASTBACK,1
2021-09,RY1,FORD,RANGER,1177
2021-09,RY1,FORD,RANGER RAPTOR,131
2021-09,RY1,FORD,ไม่ระบุ,1
2021-09,RY1,FOTON,TUNLAND DC 4X2 S,7
2021-09,RY1,FOTON,TUNLAND DC 4X2 S PREMIUM,18
2021-09,RY1,HAVAL,H6 HEV PRO,8
2021-09,RY1,HAVAL,H6 HEV ULTRA,103
2021-09,RY1,HONDA,ACCORD,188
2021-09,RY1,HONDA,ACCORD HYBRID,71
2021-09,RY1,HONDA,BR-V,101
2021-09,RY1,HONDA,CITY,1881
2021-09,RY1,HONDA,CITY HATCHBACK,2028
2021-09,RY1,HONDA,CITY'14,1
2021-09,RY1,HONDA,CIVIC,1093
2021-09,RY1,HONDA,CIVIC TYPE R,1
2021-09,RY1,HONDA,CIVIC TYPE R GT,1
2021-09,RY1,HONDA,CR-V,413
2021-09,RY1,HONDA,HR-V,214
2021-09,RY1,HONDA,JAZZ,549
2021-09,RY1,HONDA,MOBILIO,9
2021-09,RY1,HONDA,N BOX CUSTOM L TURBO,1
2021-09,RY1,HONDA,N-BOX CUSTOM L TURBO,1
2021-09,RY1,HONDA,ODYSSEY ABSOLUTE EX,3
2021-09,RY1,HONDA,ODYSSEY e-HEV ABSOLUTE EX,1
2021-09,RY1,HONDA,S660,1
2021-09,RY1,HONDA,S660 6MT,1
2021-09,RY1,HONDA,STEP WGN E HEV SPADA G EX,1
2021-09,RY1,HONDA,STEP WGN e-HEV SPADA G EX,1
2021-09,RY1,HONDA,STEPWAGON SPADA HYBRID EHEV G,4
2021-09,RY1,HONDA,STEPWGN e:HEV SPADA G EX,1
2021-09,RY1,HYUNDAI,GRAND STAREX,7
2021-09,RY1,HYUNDAI,IONIQ EV,1
2021-09,RY1,ISUZU,D-MAX,4769
2021-09,RY1,ISUZU,mu-X,1015
2021-09,RY1,ISUZU,ไม่ระบุ,5
2021-09,RY1,JAGUAR,MARK IX,1
2021-09,RY1,JEEP,GLADIATOR RUBICON,1
2021-09,RY1,JEEP,WRANGLER OVERLAND,1
2021-09,RY1,JEEP,WRANGLER RUBICON,5
2021-09,RY1,LAMBORGHINI,AVENTADOR S ROADSTER,1
2021-09,RY1,LAMBORGHINI,HURACAN EVO,4
2021-09,RY1,LAMBORGHINI,HURACAN EVO RWD,1
2021-09,RY1,LAND ROVER,DEFENDER 110XP400,1
2021-09,RY1,LAND ROVER,DEFENDER 2.0L T/C AWD AUTO SE,2
2021-09,RY1,LAND ROVER,DEFENDER 90 HARD TOP HERITAGE,1
2021-09,RY1,LAND ROVER,RANGE ROVER 2.0L T/C PHEV,1
2021-09,RY1,LAND ROVER,RANGE ROVER SPORT,1
2021-09,RY1,LAND ROVER,RANGE ROVER SPORT 2.0L T/C,5
2021-09,RY1,LAND ROVER,RANGEROVER EVOQUE1.5LITRE T/C,2
2021-09,RY1,LAND ROVER,RANGEROVER2.0L T/C PETROL,1
2021-09,RY1,LEVDEO,LITTLE PRINCE,3
2021-09,RY1,LEXUS,ES300h,5
2021-09,RY1,LEXUS,IS300,1
2021-09,RY1,LEXUS,IS300h,5
2021-09,RY1,LEXUS,LM300h,24
2021-09,RY1,LEXUS,NX300h,3
2021-09,RY1,LEXUS,RX300,2
2021-09,RY1,LEXUS,RX450h,1
2021-09,RY1,LEXUS,UX250h,1
2021-09,RY1,LEXUS,UX300E,2
2021-09,RY1,MASERATI,GHIBLI DIESEL GRANLUSSO,1
2021-09,RY1,MASERATI,GHIBLI MILD HYBRID GRANSPORT,1
2021-09,RY1,MASERATI,LEVANTE DIESEL GRANSPORT,1
2021-09,RY1,MASERATI,LEVANTE GRANSPORT,1
2021-09,RY1,MAZDA,MAZDA 2,1380
2021-09,RY1,MAZDA,MAZDA 3,193
2021-09,RY1,MAZDA,MAZDA CX-3,298
2021-09,RY1,MAZDA,MAZDA CX-30,518
2021-09,RY1,MAZDA,MAZDA CX-8,80
2021-09,RY1,MAZDA,MAZDA MX-5,1
2021-09,RY1,MAZDA,Mazda BT-50,35
2021-09,RY1,MAZDA,Mazda CX-5,90
2021-09,RY1,MCLAREN,620R COUPE,1
2021-09,RY1,MCLAREN,720S COUPE,1
2021-09,RY1,MCLAREN,720S PERFORMANCE SPYDER,1
2021-09,RY1,MCLAREN,765L T COUPE,1
2021-09,RY1,MCLAREN,765LT COUPE,2
2021-09,RY1,MCLAREN,GT,1
2021-09,RY1,MERCEDES BENZ,A 200,72
2021-09,RY1,MERCEDES BENZ,AMG A 45 S 4MATIC+,1
2021-09,RY1,MERCEDES BENZ,AMG C 43 4MATIC,4
2021-09,RY1,MERCEDES BENZ,AMG C43 4MATIC Coupe,14
2021-09,RY1,MERCEDES BENZ,AMG CLS 53 4MATIC,21
2021-09,RY1,MERCEDES BENZ,AMG E 53 4MATIC+,4
2021-09,RY1,MERCEDES BENZ,AMG E 53 4MATIC+ Coupe,1
2021-09,RY1,MERCEDES BENZ,AMG G 63,1
2021-09,RY1,MERCEDES BENZ,AMG GLA 35 4MATIC,10
2021-09,RY1,MERCEDES BENZ,AMG GLC 43 4MATIC Coupe,10
2021-09,RY1,MERCEDES BENZ,AMG GLE 43 Coupe,1
2021-09,RY1,MERCEDES BENZ,C 180 COUPE,1
2021-09,RY1,MERCEDES BENZ,C 200 Coupe,26
2021-09,RY1,MERCEDES BENZ,C 220 d,96
2021-09,RY1,MERCEDES BENZ,C 300 e,68
2021-09,RY1,MERCEDES BENZ,C 350 e,1
2021-09,RY1,MERCEDES BENZ,C250 COUPE,2
2021-09,RY1,MERCEDES BENZ,C350 e,1
2021-09,RY1,MERCEDES BENZ,CLA 250,2
2021-09,RY1,MERCEDES BENZ,CLA200,2
2021-09,RY1,MERCEDES BENZ,CLS 220 d,14
2021-09,RY1,MERCEDES BENZ,CLS 250 d COUPE,1
2021-09,RY1,MERCEDES BENZ,CLS 300 d,30
2021-09,RY1,MERCEDES BENZ,CLS 300 d Coupe,1
2021-09,RY1,MERCEDES BENZ,E 200 Coupe,16
2021-09,RY1,MERCEDES BENZ,E 220 d,38
2021-09,RY1,MERCEDES BENZ,E 300 BLUETEC HYBRID,1
2021-09,RY1,MERCEDES BENZ,E 300 e,65
2021-09,RY1,MERCEDES BENZ,E 350 e,17
2021-09,RY1,MERCEDES BENZ,E300 Coupe,3
2021-09,RY1,MERCEDES BENZ,G 350 D,3
2021-09,RY1,MERCEDES BENZ,G350 D,1
2021-09,RY1,MERCEDES BENZ,G400 D,4
2021-09,RY1,MERCEDES BENZ,GLA 200,64
2021-09,RY1,MERCEDES BENZ,GLA 250,4
2021-09,RY1,MERCEDES BENZ,GLB 200,14
2021-09,RY1,MERCEDES BENZ,GLC 220 d,63
2021-09,RY1,MERCEDES BENZ,GLC 220 d 4MATIC,1
2021-09,RY1,MERCEDES BENZ,GLC 220 d 4MATIC Coupe,22
2021-09,RY1,MERCEDES BENZ,GLC 250 4MATIC Coupe,1
2021-09,RY1,MERCEDES BENZ,GLC 250 d 4MATIC,6
2021-09,RY1,MERCEDES BENZ,GLC 300 e 4MATIC,19
2021-09,RY1,MERCEDES BENZ,GLC 300 e 4MATIC Coupe,13
2021-09,RY1,MERCEDES BENZ,GLE 300 d 4MATIC,23
2021-09,RY1,MERCEDES BENZ,GLE 350 de 4MATIC,13
2021-09,RY1,MERCEDES BENZ,GLE 500 e 4MATIC,1
2021-09,RY1,MERCEDES BENZ,GLS 350 d 4MATIC,6
2021-09,RY1,MERCEDES BENZ,S 350 d,4
2021-09,RY1,MERCEDES BENZ,S 500 Cabriolet,1
2021-09,RY1,MERCEDES BENZ,S 500 L,1
2021-09,RY1,MERCEDES BENZ,S 500 e,3
2021-09,RY1,MERCEDES BENZ,S 560 e,16
2021-09,RY1,MERCEDES BENZ,SPRINTER 316 CDI,1
2021-09,RY1,MERCEDES BENZ,V 220 d,2
2021-09,RY1,MERCEDES BENZ,V 250 d,3
2021-09,RY1,MG,EP,61
2021-09,RY1,MG,HS,275
2021-09,RY1,MG,HS PHEV,84
2021-09,RY1,MG,MG EXTENDER,210
2021-09,RY1,MG,MG GS,1
2021-09,RY1,MG,MG3,1
2021-09,RY1,MG,MG5,290
2021-09,RY1,MG,NEW MG3,394
2021-09,RY1,MG,ZS,876
2021-09,RY1,MG,ZS EV,80
2021-09,RY1,MINI,COOPER ELECTRIC LEVEL 3,1
2021-09,RY1,MINI,COOPER S 3-DOOR HATCH,1
2021-09,RY1,MINI,Cooper 5-Turer RHD,1
2021-09,RY1,MINI,Cooper Hatch RHD,1
2021-09,RY1,MINI,Cooper S 5-Turer RHD,1
2021-09,RY1,MINI,Cooper S Cabrio RHD,1
2021-09,RY1,MINI,Cooper S Countryman RHD,44
2021-09,RY1,MINI,Cooper S Hatch RHD,7
2021-09,RY1,MINI,Cooper S RHD,1
2021-09,RY1,MINI,Cooper SE Hatch RHD,11
2021-09,RY1,MINI,JOHN COOPER WORKS GP III,2
2021-09,RY1,MINI,JOHN COOPER WORKS GP3,2
2021-09,RY1,MINI,John Cooper Works ALL4 Cl,1
2021-09,RY1,MINI,John Cooper Works ALL4 Co,4
2021-09,RY1,MINI,John Cooper Works All4 RH,1
2021-09,RY1,MINI,John Cooper Works Cabrio,1
2021-09,RY1,MINI,John Cooper Works Hatch R,8
2021-09,RY1,MITSUBISHI,ATTRAGE,466
2021-09,RY1,MITSUBISHI,L200 P 2.5 S-CAB LOW,1
2021-09,RY1,MITSUBISHI,MIRAGE,346
2021-09,RY1,MITSUBISHI,OUTLANDER PHEV,14
2021-09,RY1,MITSUBISHI,PAJERO SPORT,490
2021-09,RY1,MITSUBISHI,TRITON,622
2021-09,RY1,MITSUBISHI,XPANDER,550
2021-09,RY1,NISSAN,ALMERA,1200
2021-09,RY1,NISSAN,CVL2RWLD23FHP-----,1
2021-09,RY1,NISSAN,FDTARUZF15EHA2---1,1
2021-09,RY1,NISSAN,FDWURQFK13EH5--A--,1
2021-09,RY1,NISSAN,FDWURTZK13EH5--BA-,1
2021-09,RY1,NISSAN,FDWURVZK13EH5-----,1
2021-09,RY1,NISSAN,GT-R RECARO 3.8L V6,1
2021-09,RY1,NISSAN,KICKS,94
2021-09,RY1,NISSAN,LEAF,3
2021-09,RY1,NISSAN,MARCH,172
2021-09,RY1,NISSAN,NAVARA,168
2021-09,RY1,NISSAN,NOTE,164
2021-09,RY1,NISSAN,SERENA HYBRID 2.0 X,1
2021-09,RY1,NISSAN,SYLPHY,5
2021-09,RY1,NISSAN,TEANA,1
2021-09,RY1,NISSAN,TERRA,59
2021-09,RY1,NISSAN,UVL4RDRE26KWDMER9E,1
2021-09,RY1,NISSAN,X-TRAIL,1
2021-09,RY1,NISSAN,ไม่ระบุ,1
2021-09,RY1,PEUGEOT,3008 P84 AG,10
2021-09,RY1,PEUGEOT,3008 P84 BG,10
2021-09,RY1,PEUGEOT,5008 P87 AG,1
2021-09,RY1,PEUGEOT,5008 P87 BG,6
2021-09,RY1,PORSCHE,718 BOXSTER,1
2021-09,RY1,PORSCHE,718 CAYMAN,3
2021-09,RY1,PORSCHE,718 SPYDER,1
2021-09,RY1,PORSCHE,911 CARRERA,3
2021-09,RY1,PORSCHE,911 CARRERA 4S,2
2021-09,RY1,PORSCHE,911 CARRERA COUPE,2
2021-09,RY1,PORSCHE,911 CARRERA COUPE PDK,1
2021-09,RY1,PORSCHE,911 CARRERA S,6
2021-09,RY1,PORSCHE,911 CARRERA S COUPE PDK,1
2021-09,RY1,PORSCHE,911 GT2 RS,1
2021-09,RY1,PORSCHE,911 TARGA 4,1
2021-09,RY1,PORSCHE,911 TARGA 4S,4
2021-09,RY1,PORSCHE,911 TURBO S,2
2021-09,RY1,PORSCHE,CAYENNE COUPE E HYBRID,1
2021-09,RY1,PORSCHE,CAYENNE E HYBRID,1
2021-09,RY1,PORSCHE,CAYENNE E-HYBRID,38
2021-09,RY1,PORSCHE,CAYENNE E-HYBRID COUPE,45
2021-09,RY1,PORSCHE,MACAN,15
2021-09,RY1,PORSCHE,MACAN 2.0 PDK,2
2021-09,RY1,PORSCHE,PANAMERA 4 E-HYBRID,6
2021-09,RY1,PORSCHE,PANAMERA 4 E-HYBRID 10YR,1
2021-09,RY1,PORSCHE,PANAMERA 4 E-HYBRID EXEC.,4
2021-09,RY1,PORSCHE,PANAMERA 4 E-HYBRID S.T.,1
2021-09,RY1,PORSCHE,PANAMERA 4E-HYBRID10YEARS,1
2021-09,RY1,PORSCHE,TAYCAN,7
2021-09,RY1,PORSCHE,TAYCAN 4S,21
2021-09,RY1,PORSCHE,TAYCAN TURBO,4
2021-09,RY1,PORSCHE,TAYCAN TURBO S,3
2021-09,RY1,ROLLS-ROYCE,PHANTOM VIII,1
2021-09,RY1,SUBARU,FORESTER 2.0i-L,1
2021-09,RY1,SUBARU,FORESTER 2.0i-S,10
2021-09,RY1,SUBARU,FORESTER 2.0i-S ES,74
2021-09,RY1,SUBARU,OUTBACK 2.5i-T EyeSight,1
2021-09,RY1,SUBARU,WRX + L2.0 AWD 6MT,1
2021-09,RY1,SUBARU,XV 2.0i-P,24
2021-09,RY1,SUZUKI,CELERIO GA 1.0L,99
2021-09,RY1,SUZUKI,CELERIO GL 1.0L,211
2021-09,RY1,SUZUKI,CELERIO GX 1.0L,65
2021-09,RY1,SUZUKI,CIAZ GL 1.25L CVT,1
2021-09,RY1,SUZUKI,CIAZ GL CVT,131
2021-09,RY1,SUZUKI,CIAZ GL MT,18
2021-09,RY1,SUZUKI,CIAZ GL PLUS CVT,1
2021-09,RY1,SUZUKI,CIAZ GLX CVT,7
2021-09,RY1,SUZUKI,CIAZ RS CVT,15
2021-09,RY1,SUZUKI,ERTIGA GL 1.5L,11
2021-09,RY1,SUZUKI,ERTIGA GX 1.5L,58
2021-09,RY1,SUZUKI,HUSTLER HYBRID X TURBO,1
2021-09,RY1,SUZUKI,JIMNY 1.5L 4AT,6
2021-09,RY1,SUZUKI,JIMNY XC MT 4WD,1
2021-09,RY1,SUZUKI,SPACIA CUSTOM HYBRID XS TURBO,1
2021-09,RY1,SUZUKI,SPACIA GEAR HYBRID XZ TURBO,2
2021-09,RY1,SUZUKI,SWIFT GL 1.2L CVT,296
2021-09,RY1,SUZUKI,SWIFT GL MAX EDITION,44
2021-09,RY1,SUZUKI,SWIFT GL SPORTS EDITION,3
2021-09,RY1,SUZUKI,SWIFT GLX 1.2L CVT,220
2021-09,RY1,SUZUKI,SWIFT GLX-Navi 1.2L CVT,12
2021-09,RY1,SUZUKI,XL7 1.5L,205
2021-09,RY1,SUZUKI,ไม่ระบุ,1
2021-09,RY1,TESLA,MODEL 3 LONG RANGE,26
2021-09,RY1,TESLA,MODEL 3 LONG RANGE PLUS,2
2021-09,RY1,TESLA,MODEL 3 PERFORMANCE,5
2021-09,RY1,TESLA,MODEL 3 STANDARD,1
2021-09,RY1,TESLA,MODEL 3 STANDARD PLUS,2
2021-09,RY1,TESLA,MODEL 3 STANDARD RANGE PLUS,1
2021-09,RY1,TESLA,MODEL S PERFORMANCE,1
2021-09,RY1,TESLA,MODEL X LONG RANGE,1
2021-09,RY1,TOYOTA,2.0G Extremo,1
2021-09,RY1,TOYOTA,ALPHARD,26
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID EXECUTIVE,1
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID G F,1
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,13
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID S,1
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,3
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID S TYPE GOLD,3
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID SR C,3
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID SR C PACKAG,1
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID SR-C,4
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,26
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID X,3
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,14
2021-09,RY1,TOYOTA,ALPHARD 2.5 HYBRID X SIDE,1
2021-09,RY1,TOYOTA,ALPHARD 2.5 SC PACKAGE,1
2021-09,RY1,TOYOTA,ALPHARD 2.5L S C PACKAGE,11
2021-09,RY1,TOYOTA,ALPHARD 2.5L S WELCAB,1
2021-09,RY1,TOYOTA,ALPHARD 2.5S C PACKAGE,106
2021-09,RY1,TOYOTA,ALPHARD 2.5X SIDE LIFT UP SEAT,1
2021-09,RY1,TOYOTA,ALPHARD HYBRID GF 2.5L,1
2021-09,RY1,TOYOTA,ALPHARD HYBRID GF PACKAGE,1
2021-09,RY1,TOYOTA,ALPHARD HYBRID S E-FOUR,2
2021-09,RY1,TOYOTA,ALPHARD HYBRID S TYPE GOLD,1
2021-09,RY1,TOYOTA,ALPHARD HYBRID SRC 2.5L,8
2021-09,RY1,TOYOTA,ALPHARD HYBRID SRC PACKAGE,19
2021-09,RY1,TOYOTA,ALPHARD HYBRID X 2.5L,4
2021-09,RY1,TOYOTA,ALPHARD HYBRID X E-FOUR,4
2021-09,RY1,TOYOTA,ALPHARD S C PACKAGE,55
2021-09,RY1,TOYOTA,ALPHARD S C PACKAGE 2.5L,32
2021-09,RY1,TOYOTA,ALPHARD SC PACKAGE,1
2021-09,RY1,TOYOTA,ALPHARD SC PACKAGE 2.5L,3
2021-09,RY1,TOYOTA,ALPHARD X HYBRID 2.5L,2
2021-09,RY1,TOYOTA,AVV50R-JEXVBT  A1,1
2021-09,RY1,TOYOTA,Avanza,11
2021-09,RY1,TOYOTA,C+POD,5
2021-09,RY1,TOYOTA,C-HR,117
2021-09,RY1,TOYOTA,COROLLA CROSS,1159
2021-09,RY1,TOYOTA,Camry,320
2021-09,RY1,TOYOTA,Commuter,55
2021-09,RY1,TOYOTA,Corolla,421
2021-09,RY1,TOYOTA,D-Cab 2x4 2.5E VNT A/T TRD,1
2021-09,RY1,TOYOTA,Fortuner,1411
2021-09,RY1,TOYOTA,GR YARIS,28
2021-09,RY1,TOYOTA,HARRIER 2.0 G,1
2021-09,RY1,TOYOTA,HARRIER 2.5 HYBRID G,1
2021-09,RY1,TOYOTA,HARRIER HYBRID G,1
2021-09,RY1,TOYOTA,HARRIER HYBRID Z,1
2021-09,RY1,TOYOTA,Hiace,1
2021-09,RY1,TOYOTA,Hilux Revo,2495
2021-09,RY1,TOYOTA,Innova,28
2021-09,RY1,TOYOTA,KUN26R-PRASYT  A8,1
2021-09,RY1,TOYOTA,LAND CRUISER PRADO TZ-G,1
2021-09,RY1,TOYOTA,LANDCRUISER PRADO 2.8 TZG,1
2021-09,RY1,TOYOTA,PRIUS 1.8L STD TRD,1
2021-09,RY1,TOYOTA,SUPRA,1
2021-09,RY1,TOYOTA,SUPRA SZ-R,1
2021-09,RY1,TOYOTA,Sienta,82
2021-09,RY1,TOYOTA,TGN16R-PRMSKT  A8,1
2021-09,RY1,TOYOTA,TGN61R-NKPSKT  A3,1
2021-09,RY1,TOYOTA,TR TRANSFORMER,1
2021-09,RY1,TOYOTA,VELLFIRE,6
2021-09,RY1,TOYOTA,VELLFIRE 2.5 HYBRID X,2
2021-09,RY1,TOYOTA,VELLFIRE 2.5 HYBRID X E-FOUR,3
2021-09,RY1,TOYOTA,VELLFIRE 2.5 HYBRID ZR G,2
2021-09,RY1,TOYOTA,VELLFIRE 2.5Z G EDITION,11
2021-09,RY1,TOYOTA,VELLFIRE HYBRID X 2.5L,2
2021-09,RY1,TOYOTA,VELLFIRE HYBRID ZRG EDITION,1
2021-09,RY1,TOYOTA,VELLFIRE Z G EDITION,3
2021-09,RY1,TOYOTA,VELLFIRE Z G EDITION 2.5L,1
2021-09,RY1,TOYOTA,VIOS,428
2021-09,RY1,TOYOTA,YARIS ATIV,1409
2021-09,RY1,TOYOTA,Yaris,1706
2021-09,RY1,TOYOTA,Yaris 1.2G CVT,1
2021-09,RY1,TOYOTA,ไม่ระบุ,20
2021-09,RY1,VOLKSWAGEN,BEETLE 1.4 TSI DSG COUPE,1
2021-09,RY1,VOLKSWAGEN,MULTIVAN 2.0 BI TDI,1
2021-09,RY1,VOLKSWAGEN,VW E LAVIDA,1
2021-09,RY1,VOLVO,S60,19
2021-09,RY1,VOLVO,S90,8
2021-09,RY1,VOLVO,V60,16
2021-09,RY1,VOLVO,XC40,20
2021-09,RY1,VOLVO,XC60,27
2021-09,RY1,VOLVO,XC90,17
2021-09,RY1,VOLVO,ไม่ระบุ,3
2021-09,RY1,WULING,MULIN MINI,3
2021-09,RY2,FORD,RANGER,3
2021-09,RY2,FORD,RANGER RAPTOR,1
2021-09,RY2,HYUNDAI,H-1,120
2021-09,RY2,HYUNDAI,STARIA,60
2021-09,RY2,ISUZU,D-MAX,15
2021-09,RY2,KIA,CARNIVAL,50
2021-09,RY2,KIA,GRAND CARNIVAL,29
2021-09,RY2,KIA,ไม่ระบุ,3
2021-09,RY2,MERCEDES BENZ,SPRINTER 416 CDI VAN,1
2021-09,RY2,MERCEDES BENZ,SPRINTER 419 CDI (907),2
2021-09,RY2,MERCEDES BENZ,ไม่ระบุ,1
2021-09,RY2,MG,MG EXTENDER,5
2021-09,RY2,MG,V80,4
2021-09,RY2,MITSUBISHI,TRITON,2
2021-09,RY2,NISSAN,NAVARA,2
2021-09,RY2,NISSAN,UVL4RDRE26KHE-----,23
2021-09,RY2,NISSAN,UVL4RDRE26KWDDER-C,1
2021-09,RY2,NISSAN,UVL4RDRE26KWDMER-E,1
2021-09,RY2,NISSAN,ไม่ระบุ,2
2021-09,RY2,SUZUKI,CARRY 1.5L MT,3
2021-09,RY2,TOYOTA,Commuter,237
2021-09,RY2,TOYOTA,HIACE MAJESTY,59
2021-09,RY2,TOYOTA,Hiace,11
2021-09,RY2,TOYOTA,Hilux Revo,68
2021-09,RY2,TOYOTA,KDH223R-LEMDYT B2,1
