period,registration_type,brand,model,units
2026-02,RY1,JAECOO,6 EV Long Range 2WD,4
2026-02,RY1,JAECOO,6 EV Long Range 2WD PRO,32
2026-02,RY1,JAECOO,6 EV Long Range 4WD,17
2026-02,RY1,JAECOO,6T EV Long Range 4WD,14
2026-02,RY1,JAECOO,7 SHS Max,96
2026-02,RY1,JEEP,WRANGLER RUBICON 4 DOOR,3
2026-02,RY1,JIAYUAN,JY7222-ZQR,2
2026-02,RY1,KIA,CARNIVAL,17
2026-02,RY1,KIA,CARNIVAL HEV 7P LUXURY,18
2026-02,RY1,KIA,CARNIVAL HEV 7P PREMIUM,3
2026-02,RY1,KIA,EV5,14
2026-02,RY1,KIA,EV9 GT LINE AWD,3
2026-02,RY1,KIA,SORENTO,2
2026-02,RY1,LAMBORGHINI,HURACAN EVO,1
2026-02,RY1,LAMBORGHINI,HURACAN STERRATO,1
2026-02,RY1,LAMBORGHINI,REVUELTO,1
2026-02,RY1,LAMBORGHINI,URUS SE,1
2026-02,RY1,LAND ROVER,DEFENDER 3.0 LITRE T/C MHEV,2
2026-02,RY1,LAND ROVER,DEFENDER X 110 P425 5.0L V8,1
2026-02,RY1,LAND ROVER,RANGE ROVER 3.0 LITRE T/C,2
2026-02,RY1,LAND ROVER,RANGE ROVER EVOQUE 1.5LITRE,1
2026-02,RY1,LAND ROVER,RANGE ROVER SPORT 2.0L T/C,1
2026-02,RY1,LAND ROVER,RANGE ROVER SPORT 3.0 LITRE,3
2026-02,RY1,LEAPMOTOR,B10 Design BEV,45
2026-02,RY1,LEAPMOTOR,C10 EV,15
2026-02,RY1,LEXUS,ES300H,3
2026-02,RY1,LEXUS,IS300H,1
2026-02,RY1,LEXUS,LBX,1
2026-02,RY1,LEXUS,LM350H,23
2026-02,RY1,LEXUS,LM500H,10
2026-02,RY1,LEXUS,NX350H,6
2026-02,RY1,LEXUS,NX450H+,10
2026-02,RY1,LEXUS,RX350H,1
2026-02,RY1,LEXUS,RX450H+,2
2026-02,RY1,LEXUS,RZ350E,2
2026-02,RY1,LEXUS,RZ500E,3
2026-02,RY1,LEXUS,ไม่ระบุ,1
2026-02,RY1,LOTUS,EMEYA 600,2
2026-02,RY1,LOTUS,EMEYA S,1
2026-02,RY1,MASERATI,GRANTURISMO TROFEO,1
2026-02,RY1,MASERATI,GRECALE FOLGORE,1
2026-02,RY1,MASERATI,GRECALE GT HYBRID,3
2026-02,RY1,MAZDA,CX-3,106
2026-02,RY1,MAZDA,MAZDA 2,430
2026-02,RY1,MAZDA,MAZDA 3,20
2026-02,RY1,MAZDA,MAZDA 6,3
2026-02,RY1,MAZDA,MAZDA BT-50,7
2026-02,RY1,MAZDA,MAZDA CX-3,15
2026-02,RY1,MAZDA,MAZDA CX-30,118
2026-02,RY1,MAZDA,MAZDA CX-5,50
2026-02,RY1,MAZDA,MAZDA CX-8,14
2026-02,RY1,MAZDA,MX-5 ROADSTER,1
2026-02,RY1,MAZDA,ROADSTER 990S 2WD 6MT,1
2026-02,RY1,MAZDA,ROADSTER RF 35TH ANNIVERSARY,1
2026-02,RY1,MAZDA,ROADSTER S LEATHER PACKAGE,1
2026-02,RY1,MCLAREN,750S SPIDER,1
2026-02,RY1,MCLAREN,GTS,1
2026-02,RY1,MERCEDES BENZ,A 200,31
2026-02,RY1,MERCEDES BENZ,AMG C43 4MATIC Coupe,2
2026-02,RY1,MERCEDES BENZ,AMG CLE 53 4MATIC coupe,3
2026-02,RY1,MERCEDES BENZ,AMG CLS 53 4MATIC,13
2026-02,RY1,MERCEDES BENZ,AMG EQE 53 4MATIC+,1
2026-02,RY1,MERCEDES BENZ,AMG G 63,3
2026-02,RY1,MERCEDES BENZ,AMG G63,1
2026-02,RY1,MERCEDES BENZ,AMG GLE 53 4MATIC+,1
2026-02,RY1,MERCEDES BENZ,AMG GLE 53 HYBRID 4MATIC+,4
2026-02,RY1,MERCEDES BENZ,AMG GT 63 4MATIC+,1
2026-02,RY1,MERCEDES BENZ,C 180 COUPE,1
2026-02,RY1,MERCEDES BENZ,C 200 Coupe,3
2026-02,RY1,MERCEDES BENZ,C 220 d,71
2026-02,RY1,MERCEDES BENZ,C 300 e,1
2026-02,RY1,MERCEDES BENZ,C 350 e,38
2026-02,RY1,MERCEDES BENZ,C350 e,1
2026-02,RY1,MERCEDES BENZ,CLE 300 4MATIC coupe,32
2026-02,RY1,MERCEDES BENZ,CLS 220 d,32
2026-02,RY1,MERCEDES BENZ,E 200 Coupe,1
2026-02,RY1,MERCEDES BENZ,E 220 d,31
2026-02,RY1,MERCEDES BENZ,E 300 e,4
2026-02,RY1,MERCEDES BENZ,E 350 e,56
2026-02,RY1,MERCEDES BENZ,E300 Coupe,1
2026-02,RY1,MERCEDES BENZ,EQE 300,18
2026-02,RY1,MERCEDES BENZ,EQE 350 4MATIC SUV,30
2026-02,RY1,MERCEDES BENZ,EQS 450 4MATIC SUV,6
2026-02,RY1,MERCEDES BENZ,EQS 500 4MATIC,9
2026-02,RY1,MERCEDES BENZ,G 450 d,9
2026-02,RY1,MERCEDES BENZ,G400 D,1
2026-02,RY1,MERCEDES BENZ,GLA 200,52
2026-02,RY1,MERCEDES BENZ,GLA 250,1
2026-02,RY1,MERCEDES BENZ,GLC 220 d,7
2026-02,RY1,MERCEDES BENZ,GLC 220 d 4MATIC,32
2026-02,RY1,MERCEDES BENZ,GLC 220 d 4MATIC Coupe,5
2026-02,RY1,MERCEDES BENZ,GLC 300 e 4MATIC,2
2026-02,RY1,MERCEDES BENZ,GLC 300 e 4MATIC Coupe,1
2026-02,RY1,MERCEDES BENZ,GLC 350 e 4MATIC,19
2026-02,RY1,MERCEDES BENZ,GLC 350 e 4MATIC coupe,29
2026-02,RY1,MERCEDES BENZ,GLE 300 d 4MATIC,23
2026-02,RY1,MERCEDES BENZ,GLE 350 de 4MATIC,1
2026-02,RY1,MERCEDES BENZ,MAYBACH GLS600,1
2026-02,RY1,MERCEDES BENZ,MAYBACH S580,4
2026-02,RY1,MERCEDES BENZ,MERCEDES-AMG CLE 53,19
2026-02,RY1,MERCEDES BENZ,MERCEDES-AMG GLE 53,3
2026-02,RY1,MERCEDES BENZ,Maybach S 580 e,6
2026-02,RY1,MERCEDES BENZ,S 350 d,2
2026-02,RY1,MERCEDES BENZ,S 500 e,1
2026-02,RY1,MERCEDES BENZ,S 580 e,5
2026-02,RY1,MERCEDES BENZ,SPRINTER 419 CDI,1
2026-02,RY1,MERCEDES BENZ,V 250 d,2
2026-02,RY1,MERCEDES BENZ,V 300 d,4
2026-02,RY1,MERCEDES BENZ,ไม่ระบุ,1
2026-02,RY1,MG,CYBERSTER,9
2026-02,RY1,MG,EP,4
2026-02,RY1,MG,ES,5
2026-02,RY1,MG,HS,2
2026-02,RY1,MG,HS PHEV,19
2026-02,RY1,MG,IM6,13
2026-02,RY1,MG,MAXUS 7,6
2026-02,RY1,MG,MAXUS 9,13
2026-02,RY1,MG,MG EXTENDER,9
2026-02,RY1,MG,MG3,129
2026-02,RY1,MG,MG4 ELECTRIC,345
2026-02,RY1,MG,MG5,113
2026-02,RY1,MG,S5 EV,127
2026-02,RY1,MG,VS HEV,18
2026-02,RY1,MG,ZS,33
2026-02,RY1,MG,ZS EV,1
2026-02,RY1,MINI,Aceman SE RHD,38
2026-02,RY1,MINI,Cooper S Convertible RHD,1
2026-02,RY1,MINI,Cooper S Countryman RHD,5
2026-02,RY1,MINI,Cooper SE RHD,51
2026-02,RY1,MINI,Countryman S ALL4,38
2026-02,RY1,MINI,Countryman SE ALL4 RHD,1
2026-02,RY1,MINI,JCW Aceman E,7
2026-02,RY1,MINI,JCW Convertible RHD,3
2026-02,RY1,MINI,JCW E,14
2026-02,RY1,MITSUBISHI,ATTRAGE,218
2026-02,RY1,MITSUBISHI,CY4ASTXHRU,1
2026-02,RY1,MITSUBISHI,MIRAGE,96
2026-02,RY1,MITSUBISHI,PAJERO SPORT,199
2026-02,RY1,MITSUBISHI,TRITON,295
2026-02,RY1,MITSUBISHI,XFORCE HEV,799
2026-02,RY1,MITSUBISHI,XPANDER,6
2026-02,RY1,MITSUBISHI,XPANDER CROSS HEV,365
2026-02,RY1,MITSUBISHI,XPANDER HEV,97
2026-02,RY1,NETA,NETA V-II,14
2026-02,RY1,NETA,NETA X,3
2026-02,RY1,NISSAN,ALMERA,136
2026-02,RY1,NISSAN,BDTARCZB172HA-----,2
2026-02,RY1,NISSAN,CVLGRVYD40UHGCAGLC,1
2026-02,RY1,NISSAN,FAIRLADY Z  VERSION ST,1
2026-02,RY1,NISSAN,FAIRLADY Z NISMO,1
2026-02,RY1,NISSAN,GT-R NISMO SPECIAL EDITION,1
2026-02,RY1,NISSAN,GT-R PREMIUM EDITION,1
2026-02,RY1,NISSAN,GT-R PREMIUM EDITION T-SPEC,1
2026-02,RY1,NISSAN,GT-R PURE EDITION,1
2026-02,RY1,NISSAN,GT-R TRACK EDITION ENGINEERED,1
2026-02,RY1,NISSAN,GT-R TRACK EDITION NISMO,1
2026-02,RY1,NISSAN,KICKS,225
2026-02,RY1,NISSAN,NAVARA,76
2026-02,RY1,NISSAN,SERENA,39
2026-02,RY1,NISSAN,SERENA e-POWER,201
2026-02,RY1,NISSAN,SYLPHY 1.6 E CVT,2
2026-02,RY1,NISSAN,TERRA,4
2026-02,RY1,NISSAN,X-TRIAL e-POWER,33
2026-02,RY1,OMODA,C5 EV Long Range Dynamic,2
2026-02,RY1,OMODA,C5 EV Long Range Max,4
2026-02,RY1,ORA,GOOD CAT,3
2026-02,RY1,ORA,ORA 07,1
2026-02,RY1,PEUGEOT,2008 P24 BG,3
2026-02,RY1,PEUGEOT,3008 P84 BG,5
2026-02,RY1,PEUGEOT,408 P54 DG,1
2026-02,RY1,POCCO,MM YX,1
2026-02,RY1,POER,SAHAR HYBRID,7
2026-02,RY1,PORSCHE,718 BOXSTER STYLE EDITION,3
2026-02,RY1,PORSCHE,718 CAYMAN STYLE EDITION,5
2026-02,RY1,PORSCHE,718 SPYDER RS,2
2026-02,RY1,PORSCHE,718 SPYDER RS 4.0,1
2026-02,RY1,PORSCHE,911 CARRERA,6
2026-02,RY1,PORSCHE,911 CARRERA CABRIOLET,2
2026-02,RY1,PORSCHE,911 CARRERA S,4
2026-02,RY1,PORSCHE,911 CARRERA S CABRIOLET,1
2026-02,RY1,PORSCHE,911 CARRERA S CABRIOLET PDK,1
2026-02,RY1,PORSCHE,911 CARRERA T,1
2026-02,RY1,PORSCHE,911 DAKAR,1
2026-02,RY1,PORSCHE,911 GT3,1
2026-02,RY1,PORSCHE,911 GT3 WITH T.P.,1
2026-02,RY1,PORSCHE,911 S/T,1
2026-02,RY1,PORSCHE,911 TARGA 4,2
2026-02,RY1,PORSCHE,911 TARGA 4 GTS,1
2026-02,RY1,PORSCHE,911 TURBO,1
2026-02,RY1,PORSCHE,CAYENNE E-HYBRID,5
2026-02,RY1,PORSCHE,CAYENNE E-HYBRID COUPE,4
2026-02,RY1,PORSCHE,CAYENNE E-HYBRID COUPE P.,1
2026-02,RY1,PORSCHE,CAYENNE E-HYBRID P.E.,1
2026-02,RY1,PORSCHE,CAYENNE S E-HYBRID COUPE,98
2026-02,RY1,PORSCHE,MACAN,13
2026-02,RY1,PORSCHE,MACAN 2.0 PDK,1
2026-02,RY1,PORSCHE,MACAN 4,3
2026-02,RY1,PORSCHE,PANAMERA 4 E-HYBRID,18
2026-02,RY1,PORSCHE,PANAMERA 4 E-HYBRID EXEC.,4
2026-02,RY1,PORSCHE,PANAMERA 4 E-HYBRID P.E.,2
2026-02,RY1,PORSCHE,PANAMERA 4 E-HYBRID PLATINUM,1
2026-02,RY1,PORSCHE,PANAMERA 4S E-HYBRID,2
2026-02,RY1,PORSCHE,TAYCAN,8
2026-02,RY1,PORSCHE,TAYCAN 4 CROSS TURISMO,1
2026-02,RY1,PORSCHE,TAYCAN 4S,2
2026-02,RY1,PORSCHE,TAYCAN 4S CROSS TURISMO,1
2026-02,RY1,PORSCHE,TAYCAN TURBO CROSS TURIS,1
2026-02,RY1,PORSCHE,TAYCAN TURBO GT,1
2026-02,RY1,PROTON,PREVE,1
2026-02,RY1,RIDDARA,HORIZON 4WD,4
2026-02,RY1,RIDDARA,HORIZON PRO 4WD,11
2026-02,RY1,RIDDARA,HORIZON PRO 4WD SUNROOF,2
2026-02,RY1,RIDDARA,RD6 2WD,3
2026-02,RY1,RIDDARA,RD6 86KWH 2WD,6
2026-02,RY1,RIDDARA,RD6 ECON,22
2026-02,RY1,RIDDARA,RD6 PRO 2WD,25
2026-02,RY1,ROLLS-ROYCE,Black Badge Spectre,1
2026-02,RY1,ROLLS-ROYCE,GHOST SWB,1
2026-02,RY1,ROLLS-ROYCE,Ghost Extended,2
2026-02,RY1,ROLLS-ROYCE,Phantom Extended,1
2026-02,RY1,SERES,SERES 3,1
2026-02,RY1,SUBARU,FORESTER 2.0i-L ES,5
2026-02,RY1,SUBARU,FORESTER 2.0i-S ES,6
2026-02,RY1,SUBARU,FORESTER 2.5i-S AWD CVT,1
2026-02,RY1,SUBARU,OUTBACK 2.5i-T EyeSight,2
2026-02,RY1,SUBARU,WRX Wagon 2.4 EyeSight AWD CVT,1
2026-02,RY1,SUBARU,XV 2.0i-P ES,20
2026-02,RY1,SUZUKI,CELERIO GA 1.0L MT,9
2026-02,RY1,SUZUKI,CELERIO GL 1.0L CVT,22
2026-02,RY1,SUZUKI,CELERIO GL UP 1.0L CVT,6
2026-02,RY1,SUZUKI,CELERIO GX 1.0L CVT,17
2026-02,RY1,SUZUKI,CIAZ GL CVT,1
2026-02,RY1,SUZUKI,CIAZ RS CVT,1
2026-02,RY1,SUZUKI,FRONX 1.5L,88
2026-02,RY1,SUZUKI,JIMNY 1.5L 4AT,25
2026-02,RY1,SUZUKI,JIMNY SIERRA 4WD,4
2026-02,RY1,SUZUKI,JIMNY SIERRA JC,2
2026-02,RY1,SUZUKI,JIMNY SIERRA JC 1.5L,1
2026-02,RY1,SUZUKI,SPACIA GEAR HYBRID XZ TURBO,1
2026-02,RY1,SUZUKI,SWIFT GL 1.2L CVT,121
2026-02,RY1,SUZUKI,SWIFT GL NEXT 1.2L CVT,31
2026-02,RY1,SUZUKI,SWIFT GLX 1.2L CVT,173
2026-02,RY1,SUZUKI,SWIFT SAI 1.25L CVT,1
2026-02,RY1,SUZUKI,XL7 1.5L,17
2026-02,RY1,TESLA,Model 3 Long Range,2
2026-02,RY1,TESLA,Model 3 Long Range RWD,22
2026-02,RY1,TESLA,Model 3 Performance,8
2026-02,RY1,TESLA,Model 3 Standard,191
2026-02,RY1,TESLA,Model Y Long Range,58
2026-02,RY1,TESLA,Model Y Long Range RWD,104
2026-02,RY1,TESLA,Model Y Rear-Wheel Drive,62
2026-02,RY1,TOYOTA,ALPHARD,61
2026-02,RY1,TOYOTA,ALPHARD 2.5 HYBRID Z,7
2026-02,RY1,TOYOTA,ALPHARD 2.5 Z,2
2026-02,RY1,TOYOTA,ALPHARD HYBRID EXECUTIVE,10
2026-02,RY1,TOYOTA,ALPHARD HYBRID SRC PACKAGE,1
2026-02,RY1,TOYOTA,ALPHARD HYBRID X,8
2026-02,RY1,TOYOTA,ALPHARD HYBRID Z,15
2026-02,RY1,TOYOTA,ALPHARD HYBRID Z 2.5L,18
2026-02,RY1,TOYOTA,ALPHARD HYBRID Z 2.5L E-FOUR,4
2026-02,RY1,TOYOTA,ALPHARD HYBRID Z 2WD,70
2026-02,RY1,TOYOTA,ALPHARD HYBRID Z E-FOUR,7
2026-02,RY1,TOYOTA,ALPHARD HYBRID Z PREMIER,1
2026-02,RY1,TOYOTA,ALPHARD SC PACKAGE,1
2026-02,RY1,TOYOTA,ALPHARD SC PACKAGE 2.5L,1
2026-02,RY1,TOYOTA,ALPHARD Z,1
2026-02,RY1,TOYOTA,ALPHARD Z 2.5L,5
2026-02,RY1,TOYOTA,ALPHARD Z 2WD,42
2026-02,RY1,TOYOTA,ALPHARD Z 2WD 2.5L,8
2026-02,RY1,TOYOTA,ALPHARD Z HYBRID 2.5L,6
2026-02,RY1,TOYOTA,ALPHARD Z HYBRID E-FOUR 2.5L,1
2026-02,RY1,TOYOTA,BZ4X,43
2026-02,RY1,TOYOTA,C-HR,10
2026-02,RY1,TOYOTA,CAMRY,455
2026-02,RY1,TOYOTA,COMMUTER,46
2026-02,RY1,TOYOTA,COROLLA CROSS,1170
2026-02,RY1,TOYOTA,CROWN CROSSOVER G ADVANCED,2
2026-02,RY1,TOYOTA,CROWN CROSSOVER RS ADVANCED,2
2026-02,RY1,TOYOTA,Corolla,136
2026-02,RY1,TOYOTA,Fortuner,1300
2026-02,RY1,TOYOTA,GR 86 RZ 2.4L,1
2026-02,RY1,TOYOTA,GR COROLLA,1
2026-02,RY1,TOYOTA,GR COROLLA RZ,2
2026-02,RY1,TOYOTA,GR SUPRA RZ PLASMA ORANGE 100,1
2026-02,RY1,TOYOTA,GR YARIS,1
2026-02,RY1,TOYOTA,GR YARIS RC AT,1
2026-02,RY1,TOYOTA,GR YARIS RS 4WD,1
2026-02,RY1,TOYOTA,GR YARIS RZ,1
2026-02,RY1,TOYOTA,GR YARIS RZ HIGH PERFORMANCE,1
2026-02,RY1,TOYOTA,GR86 RC,4
2026-02,RY1,TOYOTA,GR86 RZ,1
2026-02,RY1,TOYOTA,GR86 SZ,1
2026-02,RY1,TOYOTA,HARRIER HYBRID Z LEATHER,1
2026-02,RY1,TOYOTA,HILUX REVO,704
2026-02,RY1,TOYOTA,HILUX TRAVO,1801
2026-02,RY1,TOYOTA,Innova,115
2026-02,RY1,TOYOTA,LAND CRUISER 250 GX,2
2026-02,RY1,TOYOTA,LAND CRUISER 250 ZX,7
2026-02,RY1,TOYOTA,LAND CRUISER 250 ZX 2.8L,1
2026-02,RY1,TOYOTA,LAND CRUISER 250 ZX FIRST,1
2026-02,RY1,TOYOTA,LAND CRUISER 300 GR SPORT,1
2026-02,RY1,TOYOTA,LAND CRUISER 300 ZX,4
