period,registration_type,brand,model,units
2021-06,RY1,MERCEDES BENZ,CLS 220 d,4
2021-06,RY1,MERCEDES BENZ,CLS 300 d,32
2021-06,RY1,MERCEDES BENZ,E 200 Coupe,8
2021-06,RY1,MERCEDES BENZ,E 220 d,40
2021-06,RY1,MERCEDES BENZ,E 300 Cabriolet,1
2021-06,RY1,MERCEDES BENZ,E 300 e,71
2021-06,RY1,MERCEDES BENZ,E 350 e,18
2021-06,RY1,MERCEDES BENZ,E300 Coupe,1
2021-06,RY1,MERCEDES BENZ,G 350 D,2
2021-06,RY1,MERCEDES BENZ,G400 D,2
2021-06,RY1,MERCEDES BENZ,GLA 200,62
2021-06,RY1,MERCEDES BENZ,GLA 250,3
2021-06,RY1,MERCEDES BENZ,GLB 200,10
2021-06,RY1,MERCEDES BENZ,GLC 220 d,59
2021-06,RY1,MERCEDES BENZ,GLC 220 d 4MATIC Coupe,26
2021-06,RY1,MERCEDES BENZ,GLC 250 4MATIC Coupe,3
2021-06,RY1,MERCEDES BENZ,GLC 250 d 4MATIC,4
2021-06,RY1,MERCEDES BENZ,GLC 300 e 4MATIC,17
2021-06,RY1,MERCEDES BENZ,GLC 300 e 4MATIC Coupe,14
2021-06,RY1,MERCEDES BENZ,GLE 300 d 4MATIC,30
2021-06,RY1,MERCEDES BENZ,GLE 350 de 4MATIC,7
2021-06,RY1,MERCEDES BENZ,GLS 350 d 4MATIC,4
2021-06,RY1,MERCEDES BENZ,MAYBACH S650,1
2021-06,RY1,MERCEDES BENZ,S 350 d,5
2021-06,RY1,MERCEDES BENZ,S 500 e,3
2021-06,RY1,MERCEDES BENZ,S 560 e,23
2021-06,RY1,MERCEDES BENZ,V 220 d,4
2021-06,RY1,MERCEDES BENZ,V 250 d,5
2021-06,RY1,MERCEDES BENZ,V250 D,1
2021-06,RY1,MG,EP,46
2021-06,RY1,MG,HS,318
2021-06,RY1,MG,HS PHEV,113
2021-06,RY1,MG,MG EXTENDER,273
2021-06,RY1,MG,MG GS,1
2021-06,RY1,MG,MG3,1
2021-06,RY1,MG,MG5,4
2021-06,RY1,MG,NEW MG3,417
2021-06,RY1,MG,ZS,1007
2021-06,RY1,MG,ZS EV,44
2021-06,RY1,MINE MOBILITY,SPA1,13
2021-06,RY1,MINI,Cooper 5-Turer RHD,3
2021-06,RY1,MINI,Cooper Clubman RHD,1
2021-06,RY1,MINI,Cooper Hatch RHD,1
2021-06,RY1,MINI,Cooper S 5-Turer RHD,5
2021-06,RY1,MINI,Cooper S Cabrio RHD,3
2021-06,RY1,MINI,Cooper S Clubman RHD,2
2021-06,RY1,MINI,Cooper S Countryman RHD,67
2021-06,RY1,MINI,Cooper S Hatch RHD,13
2021-06,RY1,MINI,Cooper SE Hatch RHD,3
2021-06,RY1,MINI,JOHN COOPER WORKS GP3,2
2021-06,RY1,MINI,John Cooper Works ALL4 Cl,2
2021-06,RY1,MINI,John Cooper Works ALL4 Clubman,2
2021-06,RY1,MINI,John Cooper Works ALL4 Co,1
2021-06,RY1,MINI,John Cooper Works GP RHD,1
2021-06,RY1,MINI,John Cooper Works Hatch R,9
2021-06,RY1,MINI,MINI COOPER S CABRIO RHD,1
2021-06,RY1,MITSUBISHI,ATTRAGE,500
2021-06,RY1,MITSUBISHI,L200 P 2.5 S-CAB LOW,2
2021-06,RY1,MITSUBISHI,MIRAGE,404
2021-06,RY1,MITSUBISHI,OUTLANDER PHEV,19
2021-06,RY1,MITSUBISHI,PAJERO SPORT,653
2021-06,RY1,MITSUBISHI,TRITON,752
2021-06,RY1,MITSUBISHI,XPANDER,708
2021-06,RY1,NISSAN,ALMERA,1604
2021-06,RY1,NISSAN,FDWURTZK13EH5--BA-,1
2021-06,RY1,NISSAN,GT-R RECARO 3.8L V6,2
2021-06,RY1,NISSAN,GTR TRACK EDITION,1
2021-06,RY1,NISSAN,KICKS,124
2021-06,RY1,NISSAN,LEAF,2
2021-06,RY1,NISSAN,MARCH,229
2021-06,RY1,NISSAN,NAVARA,197
2021-06,RY1,NISSAN,NOTE,206
2021-06,RY1,NISSAN,SERENA HYBRID 2.0 X,1
2021-06,RY1,NISSAN,SYLPHY,4
2021-06,RY1,NISSAN,SYLPHY 1.6 E CVT,2
2021-06,RY1,NISSAN,TERRA,45
2021-06,RY1,NISSAN,UVL4RDRE26KWDMER9E,2
2021-06,RY1,NISSAN,X-TRAIL,5
2021-06,RY1,NISSAN,ไม่ระบุ,10
2021-06,RY1,PEUGEOT,3008 P84 AG,7
2021-06,RY1,PEUGEOT,3008 P84 BG,26
2021-06,RY1,PEUGEOT,5008 P87 AG,1
2021-06,RY1,PEUGEOT,5008 P87 BG,6
2021-06,RY1,PORSCHE,718 BOXSTER CONVERTIBLE,1
2021-06,RY1,PORSCHE,718 CAYMAN,2
2021-06,RY1,PORSCHE,718 CAYMAN PDK,2
2021-06,RY1,PORSCHE,911 CARRERA,4
2021-06,RY1,PORSCHE,911 CARRERA S,4
2021-06,RY1,PORSCHE,911 R,1
2021-06,RY1,PORSCHE,911 TARGA 4S,3
2021-06,RY1,PORSCHE,911 TARGA 4S HERITAGE DESIGN,1
2021-06,RY1,PORSCHE,911 TARGA 4S PDK,2
2021-06,RY1,PORSCHE,911 TURBO S,2
2021-06,RY1,PORSCHE,997 C4S,1
2021-06,RY1,PORSCHE,CAYENNE E-HYBRID,26
2021-06,RY1,PORSCHE,CAYENNE E-HYBRID COUPE,54
2021-06,RY1,PORSCHE,MACAN,19
2021-06,RY1,PORSCHE,MACAN 2.0,1
2021-06,RY1,PORSCHE,PANAMERA 4 E-HYBRID,1
2021-06,RY1,PORSCHE,PANAMERA 4 E-HYBRID EXEC.,1
2021-06,RY1,PORSCHE,PANAMERA 4 E-HYBRID EXECUTIVE,2
2021-06,RY1,PORSCHE,PANAMERA 4S,1
2021-06,RY1,PORSCHE,PANAMERA 4S E-HYBRID,2
2021-06,RY1,PORSCHE,TAYCAN 4S,15
2021-06,RY1,PORSCHE,TAYCAN TURBO S,2
2021-06,RY1,ROLLS-ROYCE,GHOST EWB,1
2021-06,RY1,ROLLS-ROYCE,WRAITH,1
2021-06,RY1,SMART,FORTWO EQ COUPE,2
2021-06,RY1,SUBARU,FORESTER 2.0i-P,1
2021-06,RY1,SUBARU,FORESTER 2.0i-S,20
2021-06,RY1,SUBARU,FORESTER 2.0i-S ES,108
2021-06,RY1,SUBARU,WRX + L 2.0 AWD CVT,1
2021-06,RY1,SUBARU,WRX+L 2.0 AWD CVT,1
2021-06,RY1,SUBARU,XV 2.0i-P,37
2021-06,RY1,SUZUKI,CELERIO GA 1.0L,92
2021-06,RY1,SUZUKI,CELERIO GL 1.0L,228
2021-06,RY1,SUZUKI,CELERIO GX 1.0L,79
2021-06,RY1,SUZUKI,CIAZ GL CVT,256
2021-06,RY1,SUZUKI,CIAZ GL MT,15
2021-06,RY1,SUZUKI,CIAZ GL PLUS CVT,1
2021-06,RY1,SUZUKI,CIAZ GLX 1.25L CVT,1
2021-06,RY1,SUZUKI,CIAZ GLX CVT,13
2021-06,RY1,SUZUKI,CIAZ RS CVT,26
2021-06,RY1,SUZUKI,ERTIGA GL 1.5L,17
2021-06,RY1,SUZUKI,ERTIGA GX 1.5L,50
2021-06,RY1,SUZUKI,HUSTLER HYBRID X TURBO,1
2021-06,RY1,SUZUKI,JIMNY 1.5L 4AT,6
2021-06,RY1,SUZUKI,JIMNY SIERRA 1.5L 4AT,1
2021-06,RY1,SUZUKI,JIMNY XC MT 4WD,1
2021-06,RY1,SUZUKI,SWIFT GL 1.2L CVT,288
2021-06,RY1,SUZUKI,SWIFT GL MAX EDITION,146
2021-06,RY1,SUZUKI,SWIFT GL SPORTS EDITION,5
2021-06,RY1,SUZUKI,SWIFT GLX 1.2L CVT,222
2021-06,RY1,SUZUKI,SWIFT GLX-Navi 1.2L CVT,32
2021-06,RY1,SUZUKI,XL7 1.5L,340
2021-06,RY1,TATA,XENON,1
2021-06,RY1,TESLA,MODEL 3 LONG RANGE,7
2021-06,RY1,TESLA,MODEL 3 LONG RANGE PLUS,1
2021-06,RY1,TESLA,MODEL 3 PERFORMANCE,3
2021-06,RY1,TESLA,MODEL 3 STANDARD PLUS,1
2021-06,RY1,TESLA,MODEL 3 STANDARD RANGE PLUS,3
2021-06,RY1,TESLA,MODEL X LONG RANGE,1
2021-06,RY1,TESLA,MODEL X PERFORMANCE,1
2021-06,RY1,TOYOTA,1.8E,1
2021-06,RY1,TOYOTA,ACV51R-JEPEKT  AB,1
2021-06,RY1,TOYOTA,ALPHARD,20
2021-06,RY1,TOYOTA,ALPHARD 2.5 HYBRID G,1
2021-06,RY1,TOYOTA,ALPHARD 2.5 HYBRID G F,6
2021-06,RY1,TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,15
2021-06,RY1,TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,2
2021-06,RY1,TOYOTA,ALPHARD 2.5 HYBRID SR C,16
2021-06,RY1,TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,15
2021-06,RY1,TOYOTA,ALPHARD 2.5 HYBRID X,5
2021-06,RY1,TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,38
2021-06,RY1,TOYOTA,ALPHARD 2.5L S C PACKAGE,6
2021-06,RY1,TOYOTA,ALPHARD 2.5S,1
2021-06,RY1,TOYOTA,"ALPHARD 2.5S ""TYPE GOLD""",1
2021-06,RY1,TOYOTA,ALPHARD 2.5S C PACKAGE,134
2021-06,RY1,TOYOTA,ALPHARD HYBRID 2.5 SR C,1
2021-06,RY1,TOYOTA,ALPHARD HYBRID GF,2
2021-06,RY1,TOYOTA,ALPHARD HYBRID GF 2.5L,1
2021-06,RY1,TOYOTA,ALPHARD HYBRID GF PACKAGE,5
2021-06,RY1,TOYOTA,ALPHARD HYBRID S 2.5L,2
2021-06,RY1,TOYOTA,ALPHARD HYBRID S E-FOUR,4
2021-06,RY1,TOYOTA,ALPHARD HYBRID SR C,1
2021-06,RY1,TOYOTA,ALPHARD HYBRID SRC 2.5L,10
2021-06,RY1,TOYOTA,ALPHARD HYBRID SRC PACKAGE,25
2021-06,RY1,TOYOTA,ALPHARD HYBRID X 2.5L,8
2021-06,RY1,TOYOTA,ALPHARD HYBRID X E-FOUR,12
2021-06,RY1,TOYOTA,ALPHARD S C PACKAGE,72
2021-06,RY1,TOYOTA,ALPHARD S C PACKAGE 2.5L,26
2021-06,RY1,TOYOTA,ALPHARD S TYPE GOLD 2.5L,1
2021-06,RY1,TOYOTA,ALPHARD SRC HYBRID 2.5L,1
2021-06,RY1,TOYOTA,ALPHARD X 2.5L,1
2021-06,RY1,TOYOTA,ALPHARD X HYBRID 2.5L,1
2021-06,RY1,TOYOTA,Avanza,10
2021-06,RY1,TOYOTA,C-HR,133
2021-06,RY1,TOYOTA,COROLLA CROSS,1484
2021-06,RY1,TOYOTA,Camry,306
2021-06,RY1,TOYOTA,Commuter,18
2021-06,RY1,TOYOTA,Corolla,414
2021-06,RY1,TOYOTA,D-Cab 4x4 2.8G A/T,2
2021-06,RY1,TOYOTA,ESQUIRE GI 7 SEATS,1
2021-06,RY1,TOYOTA,Fortuner,2070
2021-06,RY1,TOYOTA,GR YARIS,6
2021-06,RY1,TOYOTA,GR YARIS RZ HIGH PERFORMANCE,1
2021-06,RY1,TOYOTA,HARRIER 2.5 HYBRID Z,2
2021-06,RY1,TOYOTA,HARRIER HYBRID 2.5L Z,4
2021-06,RY1,TOYOTA,HARRIER HYBRID G,3
2021-06,RY1,TOYOTA,HARRIER HYBRID Z,1
2021-06,RY1,TOYOTA,HARRIER HYBRID Z LEATHER,2
2021-06,RY1,TOYOTA,Hilux Revo,3347
2021-06,RY1,TOYOTA,Innova,26
2021-06,RY1,TOYOTA,LAND CRUISER PRADO TZ-G,1
2021-06,RY1,TOYOTA,LANDCRUISER PRADO 2.8 TZG,1
2021-06,RY1,TOYOTA,PRIUS 1.8L TOP OPT,1
2021-06,RY1,TOYOTA,SUPRA,1
2021-06,RY1,TOYOTA,SUPRA RZ,1
2021-06,RY1,TOYOTA,Sienta,109
2021-06,RY1,TOYOTA,TGN40R-GKPDKT  AE,1
2021-06,RY1,TOYOTA,TR TRANSFORMER,1
2021-06,RY1,TOYOTA,VELLFIRE,4
2021-06,RY1,TOYOTA,VELLFIRE 2.5 HYBRID V-L,1
2021-06,RY1,TOYOTA,VELLFIRE 2.5 HYBRID X E-FOUR,1
2021-06,RY1,TOYOTA,VELLFIRE 2.5 HYBRID ZR G,4
2021-06,RY1,TOYOTA,VELLFIRE 2.5Z G EDITION,12
2021-06,RY1,TOYOTA,VELLFIRE HYBRID E-FOUR,1
2021-06,RY1,TOYOTA,VELLFIRE HYBRID X 2.5L,1
2021-06,RY1,TOYOTA,VELLFIRE Z G EDITION,6
2021-06,RY1,TOYOTA,VIOS,323
2021-06,RY1,TOYOTA,VIOS 1.5J A/T,1
2021-06,RY1,TOYOTA,VIOS 1.5S A/T,1
2021-06,RY1,TOYOTA,VOXY ZS,2
2021-06,RY1,TOYOTA,YARIS ATIV,1645
2021-06,RY1,TOYOTA,Yaris,2138
2021-06,RY1,TOYOTA,ไม่ระบุ,2
2021-06,RY1,VOLKSWAGEN,BEETLE 1.4 TSI DSG COUPE,3
2021-06,RY1,VOLKSWAGEN,KARMANNGHIA,1
2021-06,RY1,VOLVO,S60,25
2021-06,RY1,VOLVO,S90,10
2021-06,RY1,VOLVO,V50 2.0,1
2021-06,RY1,VOLVO,V60,24
2021-06,RY1,VOLVO,XC40,54
2021-06,RY1,VOLVO,XC60,34
2021-06,RY1,VOLVO,XC90,17
2021-06,RY1,VOLVO,ไม่ระบุ,1
2021-06,RY2,FORD,RANGER,3
2021-06,RY2,FORD,RANGER RAPTOR,1
2021-06,RY2,FOTON,BJ6549B1PDA-RA,3
2021-06,RY2,HYUNDAI,H-1,222
2021-06,RY2,ISUZU,D-MAX,31
2021-06,RY2,KIA,CANIVAL,1
2021-06,RY2,KIA,CARNIVAL,93
2021-06,RY2,KIA,GRAND CARNIVAL,69
2021-06,RY2,KIA,ไม่ระบุ,4
2021-06,RY2,MAZDA,Mazda BT-50,1
2021-06,RY2,MERCEDES BENZ,SPRINTER,1
2021-06,RY2,MERCEDES BENZ,SPRINTER 316 CDI,1
2021-06,RY2,MERCEDES BENZ,SPRINTER 419 CDI (907),3
2021-06,RY2,MERCEDES BENZ,SPRINTER 419 CDI VAN,1
2021-06,RY2,MG,V80,7
2021-06,RY2,MITSUBISHI,TRITON,9
2021-06,RY2,NISSAN,NAVARA,5
2021-06,RY2,NISSAN,UVL4RDRE26KHE-----,54
2021-06,RY2,NISSAN,UVL4RDRE26KWDMER-E,4
2021-06,RY2,NISSAN,UVL4RDRE26KWDMER9E,4
2021-06,RY2,NISSAN,ไม่ระบุ,12
2021-06,RY2,SUZUKI,CARRY 1.5L MT,2
2021-06,RY2,TOYOTA,Commuter,344
2021-06,RY2,TOYOTA,HIACE MAJESTY,86
2021-06,RY2,TOYOTA,Hiace,2
2021-06,RY2,TOYOTA,Hilux Revo,150
2021-06,RY2,TOYOTA,KDH223R-LEMDYT B2,1
2021-06,RY2,TOYOTA,KDH223R-LEPDYT A1,1
2021-06,RY2,TOYOTA,KDH223R-LEPDYT B1,2
2021-06,RY2,VOLKSWAGEN,CARAVELLE MINORCHANGE 2,4
2021-06,RY2,VOLKSWAGEN,CARAVELLE T69 2.0 L,9
2021-06,RY2,VOLKSWAGEN,T6,2
2021-06,RY3,BYD,T3,2
2021-06,RY3,CHEVROLET,COLORADO,2
2021-06,RY3,CHEVROLET,COLORADO X-CAB,18
2021-06,RY3,DAIHATSU,HIJET CARGO,5
2021-06,RY3,FORD,FORD RANGER,1
2021-06,RY3,FORD,FORD RANGER iJCT9AH,1
2021-06,RY3,FORD,FORD RANGER iJCX9DH,1
2021-06,RY3,FORD,RANGER,921
2021-06,RY3,FORD,RANGER SWB,3
2021-06,RY3,FORD,ไม่ระบุ,6
2021-06,RY3,FOTON,BJ1041V8JD3-RF,3
2021-06,RY3,FOTON,TUNLAND SC FLAT BED,1
2021-06,RY3,HINO,FG8JT1A-JGT,1
2021-06,RY3,HINO,FM8JN1D-SGT,2
2021-06,RY3,HINO,XZU600R-HKMLKT3,40
2021-06,RY3,ISUZU,D-MAX,7081
2021-06,RY3,ISUZU,ไม่ระบุ,206
2021-06,RY3,KIA,K2500,1
2021-06,RY3,MAZDA,Mazda BT-50,45
